highway,geometry,historic,name,name:ca,wikidata,wikipedia,barrier,addr:city,addr:housename,addr:housenumber,addr:postcode,addr:street,entrance,man_made,material,date,wheelchair,fee,name:de,name:fr,name:it,name:ru,name:zh,tourism,description,height,operator,start_date,website,access,building:material,disused,building,military,reservation,ruins,bunker_type,name:es,opening_hours,phone,ele,architect:wikidata,architect:wikipedia,archaeological_site,megalith_type,site_type,source,amenity,bottle,image,image:0,image:1,name:en,historic:civilization,note,wikimedia_commons,level,nodes,surface,government,name:etymology:wikidata,architect,castle_type,contact:email,contact:fax,contact:phone,end_date,name:ko,old_name,area,name:ja,name:pl,addr:province,fee:conditional,alt_name,building:levels,building:levels:underground,designation,roof:orientation,roof:shape,opening_hours:url,stars,contact:website,layer,heritage,heritage:operator,name:he,ref:whc,whc:inscription_date,network,building:shape,building:height,protection_title,protection_title:category,ref:bic,brand,rooms,building:architecture,capacity,ref,bridge,wall,building:use,check_date,ref:ipac,disused:building,construction_year,year_of_construction,brand:wikidata,brand:wikipedia,min_height,ways,office,type,construction_date,building:part,artwork_type,building:colour,email,fixme,facebook,twitter,information
,"POLYGON ((2.1607012 41.3972826, 2.1607177 41.3972443, 2.1607256 41.3972261, 2.160745 41.3971815, 2.1607598 41.397147, 2.1607682 41.3971276, 2.1607715 41.3971198, 2.1607816 41.3970964, 2.1607943 41.3970667, 2.1607378 41.3970524, 2.1606927 41.3970411, 2.1606785 41.3970375, 2.1606196 41.3970225, 2.1605963 41.3970751, 2.1605844 41.3971018, 2.160569 41.3971365, 2.1605546 41.3971688, 2.160538 41.397206, 2.1605062 41.3972773, 2.1605536 41.3973165, 2.1606012 41.3973486, 2.1606727 41.3973486, 2.1606857 41.3973185, 2.1606999 41.3972856, 2.1607012 41.3972826))",building,Casa Comalat,Casa Comalat,Q8341583,ca:Casa Comalat,,,,,08037,,,,,,,,,,,,,yes,,,,,,private,,,house,,,,,,,,,,,,,,,,,,,,,,,,,"[6069534203, 6069533193, 6069533773, 6069533496, 6069532885, 6069533501, 6069533196, 6069532609, 6069533197, 6069533777, 6069518838, 6069518837, 6069518836, 6069532453, 6069533784, 6069533290, 6069534611, 6069532607, 6069532459, 6069518187, 6069533292, 6069532289, 6069532450, 6069532890, 6069534203]",,,,Salvador Valeri i Pupurull,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,office,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((2.1614036 41.39675, 2.1614151 41.3967395, 2.1614356 41.3967207, 2.1614791 41.3966809, 2.1614622 41.3966702, 2.1614881 41.3966466, 2.1615046 41.3966575, 2.1615271 41.3966369, 2.1615461 41.3966194, 2.1614986 41.3965871, 2.1614438 41.3965432, 2.1613966 41.3965806, 2.1614091 41.3965885, 2.1613823 41.396611, 2.1613697 41.396602, 2.1613518 41.3966161, 2.1613286 41.3966345, 2.1613228 41.3966391, 2.1613471 41.3966569, 2.1613321 41.3966689, 2.1613064 41.3966601, 2.1613048 41.3966624, 2.1612958 41.3966754, 2.1612724 41.3967093, 2.1612539 41.3967363, 2.1612763 41.3967423, 2.1613314 41.3967568, 2.1613838 41.3967688, 2.1614036 41.39675))",yes,Palau del Baró de Quadras,Palau del Baró de Quadras,Q2362262,ca:Palau del Baró de Quadras,,,,373,,Avinguda Diagonal,,,,,,yes,,,,,,attraction,,,,,https://www.llull.cat/monografics/palaubaroquadras/catala/palau.cfm,,,,public,,,,,,,+34934678000,,,,,,,,,,,,,Baron of Quadras Palace,,,,,"[6070973513, 6070973183, 6070971192, 6070973582, 6070973550, 6070972386, 6070975113, 6070970596, 6070967575, 6070968674, 6070970662, 6070971209, 6070975157, 6070970395, 6070967910, 6070971185, 6070971231, 6070973177, 6070970602, 6070971225, 6070971193, 6070973494, 6070970611, 6070968947, 6070970661, 4968709764, 5065076922, 6070973107, 6070973513]",,,,Josep Puig i Cadafalch,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"LINESTRING (2.1712442 41.4612326, 2.1714467 41.4609301, 2.1716908 41.4606276)",yes,Aqüeducte del Torrent del Bosc Llarg,Aqüeducte del Torrent del Bosc Llarg,,,,,,,,,,bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6168678301, 6168678300, 6168678299]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aqueduct,,,,,,,,,,,,,,,,,,,,,,
,"LINESTRING (2.174327 41.4584725, 2.1734878 41.4592089)",yes,Aqüeducte de Ciutat Meridiana,Aqüeducte de Ciutat Meridiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,"[6171665317, 6171665316]",,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,aqueduct,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((2.1793012 41.4182287, 2.1794441 41.4182813, 2.1794793 41.418294, 2.1795403 41.4181999, 2.1795066 41.4181879, 2.1793682 41.4181375, 2.1793153 41.4181184, 2.1792479 41.4182081, 2.1793012 41.4182287))",yes,Torre Garcini. espai municipal,,Q11911635,ca:Can Garcini,,,,,,,,,,,,,,,,,,,,,,,,,,,farm,,,,,,,,,,,,,,,,,,,,,,,,,"[6207858144, 6207858129, 6207858497, 6207858143, 6207858119, 6207858111, 6207858171, 6207858154, 6207858144]",,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,
,"POLYGON ((2.1802338 41.3799796, 2.1802598 41.3800133, 2.1802725 41.3800297, 2.1802855 41.3800464, 2.1803435 41.3800204, 2.1803471 41.3800188, 2.1803769 41.3800054, 2.1804412 41.3799764, 2.1804831 41.3799575, 2.1805056 41.3799473, 2.1806241 41.3798938, 2.1805905 41.3798503, 2.1805709 41.3798267, 2.1805421 41.379788, 2.18042 41.379847, 2.1803718 41.3798702, 2.1803193 41.3798969, 2.1802611 41.3799238, 2.1802098 41.3799486, 2.1802338 41.3799796))",building,Hotel Duquesa de Cardona,,,,,,,12,08002,Passeig de Colom,,,,,,,,,,,,hotel,"Hotel Duquesa’s sixteenth-century building, restored in 1850, was once home to kings and nobles and much of its original splendor remains intact today.",,,,http://www.hduquesadecardona.com/,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,"[6244772244, 6244773103, 6244772223, 6244772265, 6244772277, 6244773109, 6244773096, 6244772271, 6244772261, 6244772249, 6244772272, 6244772228, 6244771066, 6244772282, 6244772259, 6244773093, 6244773086, 6244772242, 6244772241, 6244772244]",,,,,,,,,,,,,,,,,,7,1,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((2.1808061 41.3801191, 2.1806553 41.3801891, 2.1806144 41.3802077, 2.1805591 41.3802329, 2.1804881 41.380265, 2.1804723 41.3802721, 2.180537 41.38035, 2.1805973 41.3803223, 2.1806862 41.3802815, 2.180776 41.3802409, 2.1808697 41.3801972, 2.1808382 41.3801585, 2.1808061 41.3801191))",building,Serras Hotel Barcelona,,Q111389569,,,,,9,,Passeig de Colom,,,,,,,,,,,,hotel,"Located along Passeig de Colom on the site of Pablo Picasso’s first studio (where he painted Ciencia y Caridad in 1897), the Serras holds an important place in art history. restored façade of celebrated 19th cent Spanish architect Francesc Daniel Molina.",,,,https://serrashotel.com,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,"[6244772269, 6244772260, 6244772283, 6244773097, 6244772262, 6244772268, 6244771057, 6244772236, 6244772235, 6244773111, 2141582740, 6244772234, 6244772269]",,,,,,,,,,,,,,,,,,6,1,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((2.1729653 41.3850996, 2.1729603 41.3851076, 2.1729531 41.3851187, 2.1730008 41.3851393, 2.1730085 41.3851304, 2.1730242 41.3851378, 2.1730396 41.3851446, 2.1731106 41.3851762, 2.1731211 41.3851655, 2.1731773 41.3852016, 2.17318 41.3851996, 2.1732068 41.3852177, 2.1732226 41.3852283, 2.1732415 41.3852411, 2.1732352 41.3852475, 2.1732209 41.3852622, 2.1732431 41.3852793, 2.1732593 41.3852632, 2.1732627 41.3852598, 2.1732796 41.3852718, 2.1733055 41.3852503, 2.17335 41.3852805, 2.173358 41.3852859, 2.1733763 41.3853002, 2.173406 41.3853176, 2.1734581 41.385283, 2.1734977 41.3852514, 2.1736247 41.3851502, 2.1735113 41.3850945, 2.173459 41.3850708, 2.1733822 41.385036, 2.1731725 41.3849638, 2.1731672 41.3849734, 2.1729675 41.3849079, 2.1728685 41.3850653, 2.1729653 41.3850996))",castle,,,Q17581831,ca:Palau Solterra-Barberà,,,,,,,,,,,,,,,,,,,,,,,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,"[6291145810, 6291145428, 6291145037, 6291145615, 6291145735, 6291145711, 6291145435, 6291145542, 6291145744, 6291145057, 6291145623, 6291145648, 6291145660, 6291145458, 6291145060, 6291145400, 6291145673, 6291145765, 6291145617, 6291145564, 6291145746, 6291145411, 6291145644, 1421113708, 216349840, 6291145447, 6291145049, 2262899009, 6291145497, 6291145712, 6291145489, 6291145595, 6291145728, 6291145504, 6291145494, 6291145810]",,,,,palace,,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((2.0973123 41.4156251, 2.0972842 41.4155547, 2.09737 41.4155366, 2.0973941 41.415605, 2.0973123 41.4156251))",building,Casa del Guarda del Pantà,,,,,Barcelona,,40,08017,Camí del Pantà,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,"[7052409788, 7052409789, 7052409790, 7052409791, 7052409788]",,,,Elies Rogent,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1863,1863,,,,,,,,,,,,,,,
,"LINESTRING (2.1816947 41.4562913, 2.1819448 41.456212)",aqueduct,Aqüeducte del Baix Vallès,Aqüeducte del Baix Vallès,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,"[7159042923, 7159042922]",,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((2.1717668 41.3917283, 2.1718207 41.3917687, 2.1719174 41.3918413, 2.1719394 41.3918247, 2.1719651 41.3918052, 2.1720007 41.3917784, 2.1720596 41.3917339, 2.1720633 41.3917311, 2.1721382 41.3916746, 2.172069 41.3916226, 2.1718986 41.3914945, 2.1718192 41.3915547, 2.1717742 41.3915889, 2.1717644 41.3915964, 2.1717256 41.3916258, 2.171678 41.3916617, 2.1717668 41.3917283))",building,"Cotton House Hotel, Autograph Collection",,Q111389541,,,Barcelona,,670,08010,Gran Via de les Corts Catalanes,,,,,,,,,,,,hotel,"Cotton House is in the former headquarters of the Association of Cotton House Manufacturers. The iconic building is in every way representative of the XIX century, a period which has marked the spirit and culture of Barcelona.",,,,https://www.marriott.com/hotels/travel/bcnak-cotton-house-hotel-autograph-collection,,,,hotel,,,,,,,+34934505045,,,,,,,,,,,,,,,,,,"[7605971200, 7605971563, 7605971198, 7605971204, 7605971557, 7605971089, 7605971390, 7605971211, 7605971182, 7605971406, 7605971267, 7605971284, 7605971404, 7605971202, 7605971492, 7605971497, 7605971200]",,,,,,,,,,,,,,,,,,9,1,,,,,,,,,,,,,,,,,,,Autograph Collection,83,,,,,,,,,,,,Q19872869,en:Autograph Collection,,,,,,,,,,,,,
,"POLYGON ((2.1739045 41.3812253, 2.173904 41.3812271, 2.1739713 41.3812574, 2.1739555 41.3812886, 2.1739267 41.3812792, 2.1739214 41.3812918, 2.1739021 41.3813372, 2.1739003 41.3813405, 2.1738773 41.3813825, 2.173986 41.3814124, 2.1740165 41.3813802, 2.1740459 41.3813461, 2.1740487 41.3813428, 2.1740804 41.3813062, 2.1741288 41.3812503, 2.1741329 41.3812456, 2.1741668 41.3812065, 2.1741513 41.3811996, 2.1741422 41.3812098, 2.1741209 41.3812005, 2.1741036 41.3811929, 2.1741113 41.381181, 2.1741169 41.3811722, 2.174119 41.381169, 2.1741723 41.3811088, 2.17422 41.3811284, 2.1742423 41.3810977, 2.1742763 41.381066, 2.1740451 41.3809667, 2.1740154 41.3809998, 2.1739953 41.3810222, 2.1739547 41.3810676, 2.1738728 41.3811704, 2.173856 41.3812083, 2.1739045 41.3812253))",castle,,,Q81100311,ca:Casa Ignasi de Puig,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,"[7670876855, 7670876950, 7670876989, 7670877038, 7670876917, 7670876926, 7670877023, 7670866352, 7670876889, 7670876716, 7670876781, 7670876687, 7670876980, 7670876816, 7670876912, 7670876879, 7670866366, 7670876761, 7670876755, 7670876758, 7670876771, 7670876782, 7670876772, 7670876809, 7670876775, 7670866362, 7670866384, 7670876799, 7670876765, 7670876815, 7670876722, 7670876686, 7670876773, 7670876808, 7670876855]",,,,,palace,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((2.1674689 41.3843951, 2.1675594 41.3842967, 2.1677636 41.3843644, 2.1676352 41.3845255, 2.1674689 41.3843951))",archaeological_site,Zona de pràcticas Arqueología de la Facultad de Geografía e Historia,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,building,,building,,,,,,,,,,,,"[9245452989, 9245452990, 3868361434, 9245452991, 9245452989]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((2.1368902 41.3743366, 2.1369301 41.3743464, 2.1369277 41.3743973, 2.1370911 41.3744026, 2.1370768 41.3744264, 2.1371071 41.3744261, 2.1371215 41.3744017, 2.137246 41.3744166, 2.1373685 41.3743724, 2.1373881 41.3743487, 2.1373685 41.3743416, 2.1373508 41.3743658, 2.1372457 41.3744015, 2.137129 41.3743866, 2.137199 41.3743273, 2.1371099 41.374278, 2.1370985 41.3742932, 2.1371664 41.3743289, 2.1370975 41.3743837, 2.1369556 41.3743812, 2.1369505 41.3743299, 2.1368985 41.3743198, 2.1368902 41.3743366))",building,Refugi 819,Refugi 819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,construction,,,,,,,,,,,,,,,,,,,,,,,,,"[9388319043, 9388319045, 9388319044, 9388319026, 9388319041, 9388319042, 9388319040, 9388319027, 9388319028, 9388319029, 9388319030, 9388319031, 9388319032, 9388319033, 9388319034, 9388319035, 9388319036, 9388319037, 9388319038, 9388319047, 9388319046, 9388319039, 9388319043]",,,,,,,,,,,,yes,,,,,,0,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((2.1609364 41.401874, 2.1609343 41.4018695, 2.1609304 41.4018658, 2.1609252 41.4018633, 2.1609191 41.4018621, 2.1609128 41.4018624, 2.1609067 41.4018643, 2.1609019 41.4018676, 2.1608987 41.4018719, 2.1608977 41.4018768, 2.1608988 41.4018816, 2.1609021 41.4018859, 2.160907 41.4018892, 2.1609131 41.401891, 2.1609197 41.4018912, 2.160926 41.4018898, 2.1609311 41.401887, 2.1609347 41.4018832, 2.1609366 41.4018787, 2.1609364 41.401874))",yes,,,,,,,,,,,,chimney,,,,,,,,,,,,30,,,,,brick,,yes,,,,,,,,,,,,,,,,,,,,,,,,,"[9039933313, 9456251911, 9456251912, 9456251913, 9456251914, 9456251896, 9456251897, 9456251898, 9456251899, 9456251904, 9456251905, 9456251906, 9456251907, 9456251908, 9456251909, 9456251900, 9456251901, 9456251902, 9456251903, 9039933313]",,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,
,"POLYGON ((2.1388473 41.3746938, 2.1388622 41.3746589, 2.1389246 41.374674, 2.1389142 41.3747146, 2.1388473 41.3746938))",church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9538682368, 5091549096, 5091549092, 5091549090, 9538682368]",,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((2.2058603 41.4041944, 2.2059634 41.4041933, 2.2059597 41.4040134, 2.2058566 41.4040146, 2.2058603 41.4041944))",yes,antigues grades piscina Poblenou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grandstand,,,,,,,,,,,,,,,,,,,,,,,,,"[9792122158, 9792122157, 9792122156, 9792122155, 9792122158]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((2.2100452 41.406741, 2.2100333 41.4067431, 2.2100259 41.4067504, 2.2100265 41.4067596, 2.2100362 41.4067669, 2.2100501 41.4067669, 2.2100598 41.4067596, 2.2100587 41.4067475, 2.2100452 41.406741))",yes,Xemeneia de laMacosa,,Q8261335,es:Can Girona,,,,,,,,chimney,concrete,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,"[10637429258, 10637429253, 10637429254, 10637429260, 10637429255, 10637429256, 10637429259, 10637429257, 10637429258]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((2.1575814 41.432794, 2.1577154 41.4329187, 2.1578402 41.4328413, 2.1577031 41.4327189, 2.1575814 41.432794))",castle,,,Q116861378,ca:Can Sala (Barcelona),,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,"[10846998152, 10846998153, 10846998154, 10846998155, 10846998152]",,,,,palace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((2.1621807 41.4194392, 2.1622493 41.4194652, 2.162289 41.4193766, 2.1622012 41.4193575, 2.1621998 41.4193793, 2.1622125 41.4194026, 2.1621807 41.4194392))",yes,Pavelló d'oficials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bunker,,,,,,,,,,,,,,,,,,,,,,,,,"[10858156067, 10858156066, 10858156065, 10858156064, 10858156063, 10858156062, 10858156067]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((2.1891735 41.3884748, 2.1892703 41.388359, 2.1893019 41.3883211, 2.1893898 41.3882159, 2.1894219 41.3881775, 2.1895119 41.3880698, 2.1895878 41.3879788, 2.1897204 41.3878201, 2.189726 41.3878227, 2.1897356 41.3878112, 2.1897302 41.3878087, 2.1897453 41.3877907, 2.1897507 41.3877932, 2.1897592 41.387783, 2.1897543 41.3877807, 2.1897685 41.3877637, 2.1897733 41.387766, 2.189782 41.3877555, 2.189777 41.3877531, 2.189792 41.3877351, 2.1897973 41.3877375, 2.1898061 41.3877269, 2.189793 41.3877208, 2.1897895 41.387725, 2.1897301 41.3876971, 2.1897327 41.3876939, 2.1897183 41.3876871, 2.1897152 41.3876908, 2.1895473 41.3876129, 2.1895498 41.3876091, 2.1895381 41.3876033, 2.1895352 41.3876066, 2.1894123 41.3875497, 2.189415 41.3875468, 2.1894022 41.3875408, 2.1893993 41.3875437, 2.1891612 41.3874338, 2.189165 41.38743, 2.1891496 41.3874223, 2.1891462 41.3874268, 2.1890862 41.387399, 2.1890893 41.3873951, 2.1890742 41.387388, 2.1890642 41.3873999, 2.1890691 41.3874011, 2.1890542 41.3874181, 2.1890502 41.3874163, 2.1890412 41.387428, 2.1890448 41.3874299, 2.1890311 41.3874461, 2.1890271 41.387444, 2.1890172 41.387456, 2.1890211 41.3874579, 2.1890083 41.3874739, 2.1890032 41.3874721, 2.1889939 41.3874829, 2.1890057 41.3874877, 2.189009 41.3874891, 2.189011 41.3874869, 2.1890741 41.3875156, 2.1890704 41.3875203, 2.1890859 41.3875272, 2.1890895 41.3875226, 2.1893269 41.3876324, 2.1891943 41.3877893, 2.1891903 41.3877942, 2.1890205 41.387715, 2.1890235 41.3877114, 2.1888765 41.3876425, 2.1888694 41.3876392, 2.1887933 41.3877296, 2.1888015 41.3877335, 2.1886832 41.3878741, 2.1886752 41.3878703, 2.1885829 41.3879808, 2.1885894 41.3879838, 2.188461 41.3881375, 2.188454 41.3881343, 2.1883776 41.3882254, 2.1883819 41.3882274, 2.1885343 41.3882993, 2.1885387 41.3882937, 2.1887094 41.3883751, 2.1885741 41.3885381, 2.1883282 41.38842, 2.1883316 41.3884158, 2.1883181 41.3884099, 2.1883145 41.3884136, 2.1882542 41.3883847, 2.1882504 41.3883829, 2.1882461 41.3883808, 2.1881735 41.3884666, 2.1888943 41.3888127, 2.1889673 41.3887217, 2.1890963 41.3885673, 2.1891735 41.3884748), (2.1890167 41.3885294, 2.188885 41.3886863, 2.1887711 41.3886326, 2.1889078 41.38847, 2.1890172 41.3885217, 2.1890124 41.3885274, 2.1890167 41.3885294), (2.1892103 41.3883305, 2.1891126 41.388446, 2.1889767 41.3883817, 2.1890738 41.3882642, 2.1892103 41.3883305), (2.1894536 41.3880426, 2.1893646 41.3881491, 2.1892285 41.388085, 2.1893175 41.3879785, 2.1894536 41.3880426), (2.1895271 41.387725, 2.1896454 41.3877784, 2.1895097 41.3879422, 2.1893917 41.387887, 2.1895271 41.387725))",building,Parlament de Catalunya,Parlament de Catalunya,Q135630,ca:Parlament de Catalunya,,,,,,,,,,,,,,,,,,,,0,,,https://www.parlament.cat/web/index.html,,,,office,,,,,,,+34 933 046 500,,,,,,,,,,,,,,,,,,"[[[3141887771, 2304842270, 2304842266, 2304842263, 3141887771], [2304842277, 2304842272, 2304842274, 2304842280, 2304842277], [2304842292, 2304842285, 2304842282, 2304842288, 2304842292], [3141901770, 3141901768, 3141844989, 3141844990, 2304842298, 2304842304, 3141901770], [383464494, 383464496, 3141899881, 3141899882, 3141844986, 3141844985, 3141844987, 3141844988, 383464498, 383464500, 3141844983, 3141844984, 3141899878, 383464501, 3141887790, 3141887791, 3141887777, 3141887776, 3141844981, 3141844982, 3141844966, 3141844965, 383464503, 3141899872, 3141844961, 3141844962, 383464505, 3141887763, 383464507, 3141844947, 3141844948, 3141844946, 3141844945, 3141844943, 3141844944, 3141899870, 3141844942, 3141844941, 383464509, 3141844940, 3141844939, 3141844937, 3141844938, 3141844934, 3141844933, 3141844929, 3141844930, 3141844928, 3141844927, 383464511, 3141844925, 3141844926, 3141844932, 3141844931, 3141844935, 3141844936, 3141844950, 3141844949, 3141844951, 3141844952, 3141844954, 3141844953, 3141844955, 3141844956, 3141844958, 3141844957, 3141844959, 3141844960, 383464514, 3141844963, 3141844964, 3141844968, 3141844967, 3141844969, 3141844970, 3141844972, 3141844971, 3141844973, 3141844974, 3141844976, 3141844975, 3141844977, 3141844978, 3141844980, 3141844979, 3141887775, 3141887783, 3141887794, 3141887799, 3141887805, 3141887809, 3141887813, 3141887816, 3141887819, 383464515, 383464494]]]",,parliament,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[221450158, 221450157, 221450159, 308901329, 33570475]",government,multipolygon,,,,,,,,,
,"POLYGON ((2.1663728 41.3638393, 2.1665726 41.363593, 2.1665865 41.3635662, 2.1666375 41.3635011, 2.1667417 41.3633679, 2.1668481 41.363232, 2.1660167 41.3627697, 2.1654394 41.3635191, 2.1663728 41.3638393), (2.165991 41.3632584, 2.1661566 41.3630416, 2.1665017 41.363234, 2.1663036 41.3634866, 2.1662074 41.3636093, 2.1658144 41.3634758, 2.165991 41.3632584))",castle,Castell de Montjuïc,Castell de Montjuïc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,Castillo de Montjuïc,,,,,,,,,,,,,,,Montjuïc Castle,iberian,,,,"[[[771329538, 771329505, 1488980178, 3890466814, 3890466801, 6074182564, 771329482, 771329415, 771329538], [4616937938, 1274198567, 1488980177, 1274198569, 1274198592, 1488980176, 4616937938]]]",,,,,fortress,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[61892175, 111986236]",,multipolygon,1964,,,,,,,,
,"POLYGON ((2.1750309 41.3836898, 2.1750066 41.3837077, 2.1750465 41.383742, 2.1750429 41.383745, 2.1750751 41.3837701, 2.1751051 41.3837498, 2.1751282 41.3837688, 2.1750962 41.3837861, 2.1751294 41.3838137, 2.1750467 41.3838589, 2.1749941 41.3838111, 2.1749765 41.3838256, 2.1748759 41.3839084, 2.1749166 41.3839585, 2.1749287 41.3839766, 2.1749684 41.3840364, 2.1750098 41.3840938, 2.1750329 41.3840841, 2.1752749 41.3839822, 2.1752921 41.3839749, 2.1753012 41.383971, 2.1753131 41.3839723, 2.1753243 41.3839736, 2.1753274 41.3839755, 2.1753301 41.3839793, 2.1753411 41.383989, 2.1753469 41.3839907, 2.175352 41.3839926, 2.1753599 41.3839946, 2.1753762 41.3839945, 2.1753848 41.3839926, 2.1753909 41.3839904, 2.1753956 41.383988, 2.1754004 41.3839843, 2.1754043 41.3839797, 2.1754173 41.3839901, 2.1754673 41.383955, 2.1755842 41.3838612, 2.1756167 41.3838351, 2.1757497 41.3837284, 2.1756568 41.383666, 2.1756335 41.3836503, 2.1755162 41.3835715, 2.1754044 41.383591, 2.1753999 41.3835917, 2.1753928 41.383589, 2.1753201 41.3835616, 2.1752942 41.3835593, 2.1752229 41.3835526, 2.1751829 41.3835489, 2.175173 41.3835453, 2.1751345 41.3835697, 2.1750609 41.3836184, 2.175027 41.38364, 2.1750606 41.3836677, 2.1750309 41.3836898), (2.1752887 41.3836205, 2.1752304 41.3836606, 2.1751938 41.3836304, 2.1752281 41.3836055, 2.1752755 41.3836173, 2.1752887 41.3836205), (2.1752619 41.3837598, 2.1754437 41.3836478, 2.1756006 41.3837583, 2.1754234 41.3838889, 2.1752619 41.3837598))",castle,Palau Episcopal,Palau Episcopal,Q12254809,ca:Palau Episcopal de Barcelona,,Barcelona,,5,,Carrer del Bisbe,,,,,,,,,,,,,,,,,,,,,palace,,,,,,,,,,,,,,,,,,,,,,,,,"[[[4941703499, 4941703498, 4941703497, 4941703496, 4941703499], [2264362946, 6053011486, 6061543202, 3884108074, 6053011495, 6053011497, 6053011488, 2264362951, 2264362950, 6061542473, 3887644910, 359116372, 5306455247, 6061543208, 6053011493, 2264362974], [2264362974, 3884108076, 6053011496, 6053011503, 2264362981, 6053011499, 2264362983, 6053011492, 6053011501, 3887644938, 2264362982, 2264362980, 2264362978, 2264362977], [2264362977, 6061543209, 1995580830, 6053011490, 6061543210, 6061543211, 2264362985, 6053011489, 6061543212, 2264362975, 3887644933, 3887644927, 3887644924, 3887644930, 3887644925], [3887644925, 6053011500, 6053011487, 6053011505, 3887644917, 3887644920, 6053011498, 3887644916, 3887644912], [6053011491, 6053011494, 3887644912], [6053011502, 6053011504, 6053011491], [2264362946, 6053011502], [6053011355, 6053011381, 6053011384, 6053011368, 6053011345, 6053011355]]]",,,,,palace,,,,,,,,,,,,Palau del Bisbe,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[503933134, 217132894, 504096625, 504096624, 503932933, 643138728, 643138751, 643138729, 643138743]",,multipolygon,,,,,,,,,
